[ AI-Rank-Log  4/ 7 20: 7: 0.905 ]load ground_truth_images, checksum: 91c001caf4bca3a9cf27e3ed45adf96
[ AI-Rank-Log  4/ 7 20: 7: 0.909 ]XNNPACK delegate is created.
[ AI-Rank-Log  4/ 7 20: 7: 0.924 ]Test begin
[ AI-Rank-Log  4/ 7 20: 7: 0.964 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000075.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7: 0.997 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000157.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7: 1. 46 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000158.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7: 1. 84 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000253.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7: 1.123 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000318.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7: 1.164 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000363.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7: 1.203 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000376.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7: 1.243 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000414.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7: 1.282 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000416.JPEG, result=true
