[ AI-Rank-Log  4/ 8 20:54:15.350 ]load ground_truth_images, checksum: 91c001caf4bca3a9cf27e3ed45adf96
[ AI-Rank-Log  4/ 8 20:54:15.396 ]XNNPACK delegate is created.
[ AI-Rank-Log  4/ 8 20:54:15.548 ]Test begin
[ AI-Rank-Log  4/ 8 20:54:15.742 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000075.JPEG, result=true
[ AI-Rank-Log  4/ 8 20:54:15.915 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000157.JPEG, result=true
[ AI-Rank-Log  4/ 8 20:54:16.131 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000158.JPEG, result=true
[ AI-Rank-Log  4/ 8 20:54:16.316 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000253.JPEG, result=true
[ AI-Rank-Log  4/ 8 20:54:16.501 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000318.JPEG, result=true
[ AI-Rank-Log  4/ 8 20:54:16.695 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000363.JPEG, result=true
[ AI-Rank-Log  4/ 8 20:54:16.888 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000376.JPEG, result=true
[ AI-Rank-Log  4/ 8 20:54:17. 76 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000414.JPEG, result=true
