[ AI-Rank-Log  4/ 7 20: 7:55.626 ]load ground_truth_images, checksum: 91c001caf4bca3a9cf27e3ed45adf96
[ AI-Rank-Log  4/ 7 20: 7:55.626 ]image_path: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls
[ AI-Rank-Log  4/ 7 20: 7:55.631 ]XNNPACK delegate is created.
[ AI-Rank-Log  4/ 7 20: 7:55.647 ]Test begin
[ AI-Rank-Log  4/ 7 20: 7:55.690 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000075.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:55.727 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000157.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:55.780 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000158.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:55.821 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000253.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:55.863 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000318.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:55.908 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000363.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:55.951 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000376.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:55.995 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000414.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56. 38 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000416.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56. 81 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000485.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56.122 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000498.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56.163 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000501.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56.198 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000540.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56.240 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000557.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56.278 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000585.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56.319 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000589.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56.361 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000619.JPEG, result=true
[ AI-Rank-Log  4/ 7 20: 7:56.403 ]sampleid: /data/local/tmp/AI-RANK/tf_lite_image_classify/ILSVRC2012_1000_cls/val_list_1k/ILSVRC2012_val_00000636.JPEG, result=true
